supply_id,supply_name,supply_type,supplier_name,is_council,supply_population,protozoa_barrier,bacteria_barrier,residual_disinfection,dwsp_lodged,supplier_notifications_received_for_maybe_or_is_unsafe_water,supplier_notifications_received_for_mav_exceedance,laboratory_notifications_received_for_bacterial_mav_exceedance,laboratory_notifications_received_for_chemical_mav_exceedance,aluminium_mav_exceeded,arsenic_mav_exceeded,chlorate_mav_exceeded,chlorine_mav_exceeded,disinfection_by_product_mav_exceeded,lead_mav_exceeded,manganese_mav_exceeded,temporary_consumer_advisory_issued_in_2023,long_term_consumer_advisory_active_in_2023,total_number_of_days_in_2023_in_which_consumer_advisory_is_active
KAI040,Kaitoke Regional Park,Self-supplied building,Greater Wellington Regional Council,Yes,101,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAR016,Marotiri School,Self-supplied building,Ministry of Education,No,87,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RER002,Rere School,Self-supplied building,Ministry of Education,No,32,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI101,Waitotara School,Self-supplied building,Ministry of Education,No,35,No,No,Not Applicable,No,1,1,1,0,No,No,No,No,No,No,No,Yes,No,22
DAL004,Dalethorpe,Networked supply,Selwyn District Council,Yes,231,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEP014,Te Pirita,Networked supply,Selwyn District Council,Yes,32,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TAU004,Tauranga,Networked supply,Tauranga City Council,Yes,158500,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00109,Allens Waste Disposal,Water carrier service,L & K Wainhouse Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI302,Wairakei Resort,Networked supply,Wairakei Resort,No,500,Yes,Yes,Yes,Yes,2,1,1,0,No,No,No,No,No,No,No,Yes,No,2
KAI023,Kaitoke School (Wanganui),Self-supplied building,Ministry of Education,No,110,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OPA005,Opaki School,Self-supplied building,Ministry of Education,No,159,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RER001,Lake Rerewhakaaitu School,Self-supplied building,Ministry of Education,No,94,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAK003,Wakanui School,Self-supplied building,Ministry of Education,No,54,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00542,Holtham Water,Water carrier service,Holtham Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PRE001,Prebbleton,Networked supply,Selwyn District Council,Yes,6126,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00521,TA Bulk Water Supplies,Water carrier service,CRR Ltd,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00218,JB's Environmental Ltd,Water carrier service,JB's Environmental Limited,No,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00394,Alans Water,Water carrier service,Alans Water,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAR007,Martins Bay Holiday Camp,Networked supply,Auckland Council,Yes,500,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OPE001,Open Spaces Preschool,Self-supplied building,Open Spaces Preschool,No,40,No,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RIM001,Rimu School,Self-supplied building,Ministry of Education,No,150,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAL001,Wallacetown School,Self-supplied building,Ministry of Education,No,42,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RAK003,Rakaia Huts,Networked supply,Selwyn District Council,Yes,331,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00118,Hawkes Bay Crane & Platform Hire,Water carrier service,The Bourke Group Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00204,Ashburton Contracting Ltd,Water carrier service,Ashburton Contracting Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KAI041,"Kaingaroa, Chatham Is.",Networked supply,Chatham Islands Council,Yes,60,Yes,Yes,Yes,Yes,3,0,0,0,No,No,No,No,No,No,No,Yes,No,67
WC00422,Valley Water,Water carrier service,Valley Water Limited,No,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
COA003,Coatesville Playcentre,Self-supplied building,Playcentre Aotearoa,No,66,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAR011,Maruia School,Self-supplied building,Ministry of Education,No,26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OPI001,Opiki School,Self-supplied building,Ministry of Education,No,140,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RIV017,Riverbend Bible Church,Self-supplied building,Riverbend Bible Church,No,50,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAL003,Walton School,Self-supplied building,Ministry of Education,No,120,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
DUN008,Dunsandel & Sherwood Estate,Networked supply,Selwyn District Council,Yes,597,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00515,Seccombe Investments Limited,Water carrier service,Waiatarua Enterprises Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00122,Citywater / Waitakere Transport Ltd,Water carrier service,Waitakere Transport Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00206,Clemence Drilling Contractors,Water carrier service,Clemence Drilling Contractors,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAH005,Mahanga Beach,Networked supply,Wairoa District Council,Yes,50,No,No,No,Yes,1,1,0,0,No,No,Yes,No,No,No,No,No,Yes,365
WAI158,"Waitangi, Chatham Is.",Networked supply,Chatham Islands Council,Yes,170,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
COA002,Coatesville School,Self-supplied building,Ministry of Education,No,300,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OPO003,Opoutere School,Self-supplied building,Ministry of Education,No,97,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RIV011,Riverhead School,Self-supplied building,Ministry of Education,No,250,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TET001,Te Tipua School,Self-supplied building,Ministry of Education,No,37,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00124,Todd Wheeler Transport Ltd,Water carrier service,Todd Wheeler Transport Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OTA004,Otama,Networked supply,Otama Rural Water,No,400,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TUA005,Tuai Village,Networked supply,Wairoa District Council,Yes,300,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,Yes,315
WC00131,Counties Household Water Supplies,Water carrier service,A & F Holdings Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RAR001,North Rarangi Water Supply,Networked supply,North Rarangi Water Supply Incorporated,No,160,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00426,Tapped Out Water Supplies,Water carrier service,Tapped Out Water Supplies Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
COA006,Coatesville Settlers Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KAI029,Kaiwaka School,Self-supplied building,Ministry of Education,No,170,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAT030,Mata School,Self-supplied building,Ministry of Education,No,10,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RIV010,Riverlands School,Self-supplied building,Ministry of Education,No,200,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEU001,Te Uku School,Self-supplied building,Ministry of Education,No,170,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WEB001,Weber School,Self-supplied building,Ministry of Education,No,65,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
CEN001,Centennial Drive,Networked supply,Taupo District Council,Yes,188,No,Yes,Yes,Yes,0,2,0,2,No,Yes,No,No,No,No,No,No,No,0
HAU003,Hautere,Networked supply,Kapiti Coast District Council,Yes,930,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAT002,Mataura,Networked supply,Gore District Council,Yes,1790,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI006,Wairoa,Networked supply,Wairoa District Council,Yes,4650,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00320,Te Kauwhata Emergency Services Trust,Water carrier service,Te Kauwhata Emergency Trust,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00427,Harrison Contracting Ltd,Water carrier service,Harrison Contracting Limited,No,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MON002,Monowai Village,Networked supply,Monowai Village Services Society Incorporated,No,10,Not Applicable,No,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KAK004,Kakaramea School,Self-supplied building,Ministry of Education,No,69,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAT027,Te Kura Mana Maori o Matahi,Self-supplied building,Ministry of Education,No,40,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RIV009,Riversdale School,Self-supplied building,Ministry of Education,No,147,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WEE001,Weedons School,Self-supplied building,Ministry of Education,No,180,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
CAB001,Cable Bay Block Road,Networked supply,Doubtless Bay Water Supply Co,No,250,Yes,Yes,No,No,0,1,0,0,No,No,Yes,No,No,No,No,No,No,0
WC00509,Mako Cartage Limited,Water carrier service,Mako Cartage Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00510,Mason Contractors Ltd,Water carrier service,Mason Contractors Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
CHR009,Christchurch,Networked supply,Christchurch City Council,Yes,389290,No,Yes,Yes,Yes,6,1,0,1,No,No,No,Yes,No,No,No,No,No,0
HAR006,Hartley's Road,Networked supply,Selwyn District Council,Yes,1454,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OTA003,Otaki,Networked supply,Kapiti Coast District Council,Yes,7700,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GOR001,Gore,Networked supply,Gore District Council,Yes,7480,No,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,Yes,No,2
MOT010,Motutere Camping Ground,Networked supply,Taupo District Council,Yes,20,Not Applicable,Yes,Yes,Yes,0,1,0,1,No,Yes,No,No,No,No,No,No,No,0
COL009,Colville School,Self-supplied building,Ministry of Education,No,44,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KAK003,Kakatahi School,Self-supplied building,Ministry of Education,No,12,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RIW001,Riwaka School,Self-supplied building,Ministry of Education,No,200,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEW004,Te Waha O Rerekohu Area School,Self-supplied building,Ministry of Education,No,110,Yes,Yes,Not Applicable,No,1,3,3,0,No,No,No,No,No,No,No,No,Yes,22
HAW013,Hawke Farm,Networked supply,BT & DM Hawke Family Trust,No,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAN002,Mangakino,Networked supply,Taupo District Council,Yes,2074,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PAE002,Paekakariki,Networked supply,Kapiti Coast District Council,Yes,1830,Yes,Yes,Yes,Yes,0,0,1,0,No,No,No,No,No,No,No,No,No,0
WC00208,Riordan & West Ltd,Water carrier service,Riordan and West Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BEN002,Benneydale,Networked supply,Waitomo District Council,Yes,280,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
APP002,Appleby Hills,Networked supply,Appleby Hills Residents Association Incorporated,No,250,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GRA002,Graham Downs Community,Networked supply,Renaissance Community,No,30,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
DEL002,Delaware Bay Water Company,Networked supply,Delaware Bay Water Supply Company Limited,No,31,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
COL010,Colyton Hall,Self-supplied building,Manawatu Rangitikei Shared Services,No,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAT020,Te Kura o Te Moutere O Matakana,Self-supplied building,Ministry of Education,No,40,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ORA005,Orautoha School,Self-supplied building,Ministry of Education,No,50,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ATI001,Atiamuri Village,Networked supply,Taupo District Council,Yes,229,Not Applicable,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI010,Waikanae/Paraparaumu/Raumati,Networked supply,Kapiti Coast District Council,Yes,48000,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI007,Waimarama,Networked supply,Hastings District Council,Yes,260,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PIO001,Piopio,Networked supply,Waitomo District Council,Yes,470,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RIV008,Riverside Community,Networked supply,Riverside Community,No,80,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,365
WC00429,L W Bonney & Sons Ltd,Water carrier service,L.W. Bonney & Sons Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
COL006,Colyton School,Self-supplied building,Ministry of Education,No,105,Yes,Yes,Not Applicable,No,1,1,2,0,No,No,No,No,No,No,No,Yes,No,27
MAT028,Matakana Playcentre,Self-supplied building,Playcentre Aotearoa,No,40,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ORE006,Orere Point Library,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ROT010,Rotokauri School,Self-supplied building,Ministry of Education,No,202,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEW007,Te Waotu School,Self-supplied building,Ministry of Education,No,150,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00543,Gordon Storer,Water carrier service,Gordon Storer,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BON001,Bonshaw Park,Networked supply,Taupo District Council,Yes,173,No,Yes,Yes,No,0,4,0,3,No,Yes,No,No,No,No,No,No,No,0
PAL006,Palm Beach Reserve,Self-supplied building,Auckland Council,Yes,150,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OMA008,Omahu,Networked supply,Hastings District Council,Yes,126,Yes,Yes,Yes,Yes,0,0,0,2,No,No,No,Yes,No,No,No,No,No,0
MOK002,"Mokau, Waitomo",Networked supply,Waitomo District Council,Yes,200,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ROC002,Rocklands,Networked supply,Rocklands Services Limited,No,46,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00430,Caine Contracting Ltd,Water carrier service,Caine Contracting Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
COR002,Coroglen School,Self-supplied building,Ministry of Education,No,48,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KAR004,Karaka School,Self-supplied building,Ministry of Education,No,203,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAT011,Matakana School,Self-supplied building,Ministry of Education,No,450,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ORE004,Orere School,Self-supplied building,Ministry of Education,No,45,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ROU001,Roundhill Ski Area,Self-supplied building,Tekapo Ski Field Limited,No,50,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEW001,Te Wera Outdoor Recreational Trust,Self-supplied building,Te Wera Outdoor Recreational Trust,No,100,No,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WHA077,Whakamarama Hall,Self-supplied building,Whakamarama Community Centre,No,205,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HAT001,Hatepe Village,Networked supply,Taupo District Council,Yes,235,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ROY001,Royal Acres,Networked supply,Royal Acres Partnership,No,6,Not Applicable,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00120,Maungatapere Transport,Water carrier service,Maungatapere Transport,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WHI007,"Whirinaki, Hawkes Bay",Networked supply,Hastings District Council,Yes,800,Yes,Yes,Yes,Yes,2,1,3,11,No,No,Yes,No,No,No,No,No,Yes,46
TEK003,Te Kuiti,Networked supply,Waitomo District Council,Yes,4612,Yes,Yes,Yes,Yes,0,1,1,0,No,No,No,No,No,No,No,No,No,0
WC00431,Dynes Transport (Waikato) Ltd,Water carrier service,Dynes Transport,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
COR005,Coronet Peak Ski Field,Self-supplied building,NZSki,No,1000,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ORE005,Orere War Memorial Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RUA005,Ruahine School,Self-supplied building,Ministry of Education,No,180,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEW002,Te Kura Toitu o Te Whaiti-nui-a-Toi,Self-supplied building,Ministry of Education,No,50,Yes,Yes,Not Applicable,No,0,0,1,0,No,No,No,No,No,No,No,No,No,0
WHA056,Whakamarama Kindergarten,Self-supplied building,Inspired Kindergartens,No,35,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KIN001,Kinloch,Networked supply,Taupo District Council,Yes,2755,No,Yes,Yes,Yes,3,9,0,5,No,Yes,No,No,No,No,No,No,No,0
WHA029,Whakatu,Networked supply,Hastings District Council,Yes,337,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
QUE009,"Queenstown, Bobs Cove",Networked supply,Fortune Cove Utilities Limited,No,90,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00432,Stax Trucking,Water carrier service,Wayne Croft Transport,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ORA003,Orawia,Networked supply,Southland District Council,Yes,15,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
COT001,The Cottage Kindergarten Waimauku,Self-supplied building,The Cottage Kindergarten Limited,No,40,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAT025,Matakohe School,Self-supplied building,Ministry of Education,No,60,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ORI001,Orini Combined School,Self-supplied building,Ministry of Education,No,110,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RUA006,Ruakituri School,Self-supplied building,Ministry of Education,No,30,Yes,Yes,Not Applicable,No,0,0,1,0,No,No,No,No,No,No,No,Yes,No,14
WHA023,Whakamarama School,Self-supplied building,Ministry of Education,No,76,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TAU001,Taupo - Lake Terrace,Networked supply,Taupo District Council,Yes,29298,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00125,Symons Transport Ltd,Water carrier service,Symons Transport Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI135,Waipatu,Networked supply,Hastings District Council,Yes,30,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00264,Dynes Transport (Dunedin) Ltd,Water carrier service,Dynes Transport,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BOM002,Bombay Motorway Services,Networked supply,BP Oil NZ Ltd,No,501,Not Applicable,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
POU005,Pourerere Beach Caravan Park,Networked supply,Central Hawke's Bay District Council,Yes,10,Not Applicable,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KAR011,Karapiro School,Self-supplied building,Ministry of Education,No,70,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAT055,Matapihi Kindergarten,Self-supplied building,Matapihi Kindergarten,No,40,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ORM004,Ormond Kindergarten,Self-supplied building,Gisborne Kindergarten Association,No,40,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RUA009,Ruawaro Combined School,Self-supplied building,Ministry of Education,No,70,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WHA073,Whakamaru Settlers Hall,Self-supplied building,Taupo District Council,Yes,25,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,Yes,106
SOU011,South auckland H2o and cartage,Water carrier supply,South Auckland H2O & Cartage Limited,No,,No,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00523,Te Hirere,Water carrier service,Te Runanga O Te Rarawa,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
2BE001,2 Beatty Pde,Water carrier supply,Be Mindful Limited,No,,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RIV003,River Rd Reporoa,Networked supply,Taupo District Council,Yes,182,Yes,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,No,No,0
BAR002,Bark Bay Campsite,Networked supply,Department of Conservation,No,250,Yes,Yes,No,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,365
WC00126,Bulk Water Transport Ltd,Water carrier service,Bulk Water Transport Ltd,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEP009,Te Pohue,Networked supply,Hastings District Council,Yes,60,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
FOR001,Fordell,Networked supply,Whanganui District Council,Yes,350,Not Applicable,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,No,No,0
WAT006,"Waterloo Business Park, Chch",Networked supply,Southpark Utilities Ltd,No,1600,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00434,Raincloud,Water carrier service,Essential Bulk Liquid Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PRO001,"Project K Camp, Little Huia",Networked supply,Auckland Council,Yes,10,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAT007,Matarau School,Self-supplied building,Ministry of Education,No,190,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ORM002,Ormond School,Self-supplied building,Ministry of Education,No,97,Yes,Yes,Not Applicable,No,1,1,1,0,No,No,No,No,No,No,No,Yes,No,18
RUK001,Rukuhia School,Self-supplied building,Ministry of Education,No,73,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEM008,Temple Basin Skifield,Self-supplied building,Temple Basin Ski Club Incorporated,No,20,Not Applicable,No,Not Applicable,No,0,0,1,0,No,No,No,No,No,No,No,No,No,0
WHA057,Whakanewha Regional Park,Self-supplied building,Auckland Council,Yes,400,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00540,Otago Vacuum Tank Services Ltd,Water carrier service,Otago Vacuum Tank Services Ltd.,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00546,Mainland Meat & Livestock Limited,Water carrier service,Mainland Meat & Livestock Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TIR002,Tirohanga Valley Community,Networked supply,Taupo District Council,Yes,285,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
